class,coverage,stride,accuracy,n_samples
breading or breadcrumbing,25,16,0.612245,49
breakdancing,25,16,0.340000,50
brush painting,25,16,0.666667,48
brushing hair,25,16,0.380000,50
brushing teeth,25,16,0.760000,50
building cabinet,25,16,0.620000,50
building shed,25,16,0.680000,50
bungee jumping,25,16,0.800000,50
busking,25,16,0.720000,50
canoeing or kayaking,25,16,0.860000,50
capoeira,25,16,0.760000,50
carrying baby,25,16,0.812500,48
cartwheeling,25,16,0.240000,50
carving pumpkin,25,16,0.854167,48
catching fish,25,16,0.666667,48
catching or throwing baseball,25,16,0.380000,50
catching or throwing frisbee,25,16,0.420000,50
catching or throwing softball,25,16,0.620000,50
celebrating,25,16,0.460000,50
changing oil,25,16,0.820000,50
changing wheel,25,16,0.580000,50
checking tires,25,16,0.700000,50
cheerleading,25,16,0.836735,49
chopping wood,25,16,0.795918,49
clapping,25,16,0.291667,48
clay pottery making,25,16,0.860000,50
clean and jerk,25,16,0.755102,49
cleaning floor,25,16,0.530612,49
cleaning gutters,25,16,0.700000,50
cleaning pool,25,16,0.740000,50
cleaning shoes,25,16,0.571429,49
cleaning toilet,25,16,0.720000,50
cleaning windows,25,16,0.720000,50
climbing a rope,25,16,0.660000,50
climbing ladder,25,16,0.700000,50
climbing tree,25,16,0.720000,50
contact juggling,25,16,0.640000,50
cooking chicken,25,16,0.600000,50
cooking egg,25,16,0.420000,50
cooking on campfire,25,16,0.729167,48
cooking sausages,25,16,0.500000,50
counting money,25,16,0.530612,49
country line dancing,25,16,0.800000,50
cracking neck,25,16,0.312500,48
crawling baby,25,16,0.840000,50
crossing river,25,16,0.860000,50
crying,25,16,0.408163,49
curling hair,25,16,0.816327,49
cutting nails,25,16,0.574468,47
cutting pineapple,25,16,0.920000,50
cutting watermelon,25,16,0.851064,47
dancing ballet,25,16,0.860000,50
dancing charleston,25,16,0.346939,49
dancing gangnam style,25,16,0.333333,48
dancing macarena,25,16,0.428571,49
deadlifting,25,16,0.775510,49
decorating the christmas tree,25,16,0.836735,49
digging,25,16,0.620000,50
dining,25,16,0.700000,50
disc golfing,25,16,0.700000,50
diving cliff,25,16,0.755102,49
dodgeball,25,16,0.700000,50
doing aerobics,25,16,0.480000,50
doing laundry,25,16,0.740000,50
doing nails,25,16,0.875000,48
drawing,25,16,0.666667,48
dribbling basketball,25,16,0.680000,50
drinking,25,16,0.285714,49
drinking beer,25,16,0.420000,50
drinking shots,25,16,0.224490,49
driving car,25,16,0.562500,48
driving tractor,25,16,0.714286,49
drop kicking,25,16,0.148936,47
drumming fingers,25,16,0.580000,50
dunking basketball,25,16,0.250000,48
dying hair,25,16,0.744681,47
eating burger,25,16,0.612245,49
eating cake,25,16,0.440000,50
eating carrots,25,16,0.750000,48
eating chips,25,16,0.340000,50
eating doughnuts,25,16,0.224490,49
eating hotdog,25,16,0.360000,50
eating ice cream,25,16,0.520000,50
eating spaghetti,25,16,0.816327,49
eating watermelon,25,16,0.740000,50
egg hunting,25,16,0.580000,50
exercising arm,25,16,0.346939,49
exercising with an exercise ball,25,16,0.750000,48
extinguishing fire,25,16,0.755102,49
faceplanting,25,16,0.142857,49
feeding birds,25,16,0.780000,50
feeding fish,25,16,0.857143,49
feeding goats,25,16,0.940000,50
filling eyebrows,25,16,0.918367,49
finger snapping,25,16,0.240000,50
fixing hair,25,16,0.244898,49
flipping pancake,25,16,0.755102,49
flying kite,25,16,0.720000,50
folding clothes,25,16,0.530612,49
folding napkins,25,16,0.714286,49
folding paper,25,16,0.693878,49
front raises,25,16,0.780000,50
frying vegetables,25,16,0.740000,50
garbage collecting,25,16,0.632653,49
gargling,25,16,0.469388,49
getting a haircut,25,16,0.612245,49
getting a tattoo,25,16,0.918367,49
giving or receiving award,25,16,0.700000,50
golf chipping,25,16,0.620000,50
golf driving,25,16,0.760000,50
golf putting,25,16,0.816327,49
grinding meat,25,16,0.960000,50
grooming dog,25,16,0.800000,50
grooming horse,25,16,0.857143,49
gymnastics tumbling,25,16,0.836735,49
hammer throw,25,16,0.740000,50
headbanging,25,16,0.530612,49
headbutting,25,16,0.140000,50
high jump,25,16,0.680000,50
high kick,25,16,0.220000,50
hitting baseball,25,16,0.840000,50
hockey stop,25,16,0.340000,50
holding snake,25,16,0.620000,50
hopscotch,25,16,0.820000,50
hoverboarding,25,16,0.729167,48
hugging,25,16,0.224490,49
hula hooping,25,16,0.816327,49
hurdling,25,16,0.760000,50
hurling (sport),25,16,0.900000,50
ice climbing,25,16,0.860000,50
ice fishing,25,16,0.916667,48
ice skating,25,16,0.720000,50
ironing,25,16,0.770833,48
javelin throw,25,16,0.680000,50
jetskiing,25,16,0.760000,50
jogging,25,16,0.200000,50
juggling balls,25,16,0.714286,49
juggling fire,25,16,0.700000,50
juggling soccer ball,25,16,0.620000,50
jumping into pool,25,16,0.780000,50
jumpstyle dancing,25,16,0.408163,49
kicking field goal,25,16,0.820000,50
kicking soccer ball,25,16,0.480000,50
kissing,25,16,0.543478,46
kitesurfing,25,16,0.800000,50
knitting,25,16,0.960000,50
krumping,25,16,0.448980,49
laughing,25,16,0.541667,48
laying bricks,25,16,0.755102,49
long jump,25,16,0.560000,50
lunge,25,16,0.640000,50
making a cake,25,16,0.346939,49
making a sandwich,25,16,0.480000,50
making bed,25,16,0.880000,50
making jewelry,25,16,0.734694,49
making pizza,25,16,0.840000,50
making snowman,25,16,0.860000,50
making sushi,25,16,0.760000,50
making tea,25,16,0.600000,50
marching,25,16,0.940000,50
massaging back,25,16,0.816327,49
massaging feet,25,16,0.551020,49
massaging legs,25,16,0.571429,49
massaging person's head,25,16,0.600000,50
milking cow,25,16,0.937500,48
mopping floor,25,16,0.520000,50
motorcycling,25,16,0.734694,49
moving furniture,25,16,0.420000,50
mowing lawn,25,16,0.840000,50
news anchoring,25,16,0.600000,50
opening bottle,25,16,0.540000,50
opening present,25,16,0.780000,50
paragliding,25,16,0.880000,50
parasailing,25,16,0.820000,50
parkour,25,16,0.375000,48
passing American football (in game),25,16,0.660000,50
passing American football (not in game),25,16,0.408163,49
peeling apples,25,16,0.780000,50
peeling potatoes,25,16,0.620000,50
petting animal (not cat),25,16,0.489796,49
petting cat,25,16,0.880000,50
picking fruit,25,16,0.755102,49
planting trees,25,16,0.734694,49
plastering,25,16,0.480000,50
playing accordion,25,16,0.857143,49
playing badminton,25,16,0.800000,50
playing bagpipes,25,16,0.860000,50
playing basketball,25,16,0.420000,50
playing bass guitar,25,16,0.820000,50
playing cards,25,16,0.780000,50
playing cello,25,16,0.920000,50
playing chess,25,16,0.860000,50
playing clarinet,25,16,0.780000,50
playing controller,25,16,0.840000,50
playing cricket,25,16,0.816327,49
playing cymbals,25,16,0.840000,50
playing didgeridoo,25,16,0.920000,50
playing drums,25,16,0.897959,49
playing flute,25,16,0.620000,50
playing guitar,25,16,0.660000,50
playing harmonica,25,16,0.612245,49
playing harp,25,16,1.000000,50
playing ice hockey,25,16,0.836735,49
playing keyboard,25,16,0.750000,48
playing kickball,25,16,0.680000,50
playing monopoly,25,16,0.780000,50
playing organ,25,16,0.820000,50
playing paintball,25,16,0.920000,50
playing piano,25,16,0.620000,50
playing poker,25,16,0.755102,49
playing recorder,25,16,0.740000,50
playing saxophone,25,16,0.780000,50
playing squash or racquetball,25,16,1.000000,50
playing tennis,25,16,0.918367,49
playing trombone,25,16,0.775510,49
playing trumpet,25,16,0.816327,49
playing ukulele,25,16,0.880000,50
playing violin,25,16,0.720000,50
playing volleyball,25,16,0.791667,48
playing xylophone,25,16,0.720000,50
pole vault,25,16,0.700000,50
presenting weather forecast,25,16,0.920000,50
pull ups,25,16,0.800000,50
pumping fist,25,16,0.260000,50
pumping gas,25,16,0.833333,48
punching bag,25,16,0.800000,50
punching person (boxing),25,16,0.551020,49
push up,25,16,0.770833,48
pushing car,25,16,0.640000,50
pushing cart,25,16,0.800000,50
pushing wheelchair,25,16,0.640000,50
reading book,25,16,0.740000,50
reading newspaper,25,16,0.560000,50
recording music,25,16,0.260000,50
riding a bike,25,16,0.604167,48
riding camel,25,16,0.860000,50
riding elephant,25,16,0.800000,50
riding mechanical bull,25,16,0.918367,49
riding mountain bike,25,16,0.693878,49
riding mule,25,16,0.740000,50
riding or walking with horse,25,16,0.791667,48
riding scooter,25,16,0.640000,50
riding unicycle,25,16,0.620000,50
ripping paper,25,16,0.440000,50
robot dancing,25,16,0.400000,50
rock climbing,25,16,0.820000,50
rock scissors paper,25,16,0.200000,50
roller skating,25,16,0.780000,50
running on treadmill,25,16,0.791667,48
sailing,25,16,0.959184,49
salsa dancing,25,16,0.469388,49
sanding floor,25,16,0.840000,50
scrambling eggs,25,16,0.580000,50
scuba diving,25,16,0.940000,50
setting table,25,16,0.755102,49
shaking hands,25,16,0.166667,48
shaking head,25,16,0.360000,50
sharpening knives,25,16,0.640000,50
sharpening pencil,25,16,0.760000,50
shaving head,25,16,0.640000,50
shaving legs,25,16,0.520000,50
shearing sheep,25,16,0.979592,49
shining shoes,25,16,0.740000,50
shooting basketball,25,16,0.280000,50
shooting goal (soccer),25,16,0.489796,49
shot put,25,16,0.760000,50
shoveling snow,25,16,0.880000,50
shredding paper,25,16,0.540000,50
shuffling cards,25,16,0.836735,49
side kick,25,16,0.780000,50
sign language interpreting,25,16,0.479167,48
singing,25,16,0.440000,50
situp,25,16,0.540000,50
skateboarding,25,16,0.900000,50
ski jumping,25,16,0.640000,50
skiing (not slalom or crosscountry),25,16,0.469388,49
skiing crosscountry,25,16,0.780000,50
skiing slalom,25,16,0.720000,50
skipping rope,25,16,0.640000,50
skydiving,25,16,0.780000,50
slacklining,25,16,0.755102,49
slapping,25,16,0.061224,49
sled dog racing,25,16,0.900000,50
smoking,25,16,0.469388,49
smoking hookah,25,16,0.551020,49
snatch weight lifting,25,16,0.591837,49
sneezing,25,16,0.320000,50
sniffing,25,16,0.166667,48
snorkeling,25,16,0.740000,50
snowboarding,25,16,0.553191,47
snowkiting,25,16,0.960000,50
snowmobiling,25,16,0.612245,49
somersaulting,25,16,0.180000,50
spinning poi,25,16,0.693878,49
spray painting,25,16,0.755102,49
spraying,25,16,0.360000,50
springboard diving,25,16,0.875000,48
squat,25,16,0.760000,50
sticking tongue out,25,16,0.285714,49
stomping grapes,25,16,0.760000,50
stretching arm,25,16,0.500000,50
stretching leg,25,16,0.520000,50
strumming guitar,25,16,0.620000,50
surfing crowd,25,16,0.812500,48
surfing water,25,16,0.770833,48
sweeping floor,25,16,0.520000,50
swimming backstroke,25,16,0.760000,50
swimming breast stroke,25,16,0.580000,50
swimming butterfly stroke,25,16,0.480000,50
swing dancing,25,16,0.220000,50
swinging legs,25,16,0.220000,50
swinging on something,25,16,0.448980,49
sword fighting,25,16,0.387755,49
tai chi,25,16,0.760000,50
taking a shower,25,16,0.489796,49
tango dancing,25,16,0.680000,50
tap dancing,25,16,0.551020,49
tapping guitar,25,16,0.680000,50
tapping pen,25,16,0.775510,49
tasting beer,25,16,0.660000,50
tasting food,25,16,0.440000,50
testifying,25,16,0.795918,49
texting,25,16,0.469388,49
throwing axe,25,16,0.780000,50
throwing ball,25,16,0.180000,50
throwing discus,25,16,0.720000,50
tickling,25,16,0.480000,50
tobogganing,25,16,0.760000,50
tossing coin,25,16,0.440000,50
tossing salad,25,16,0.720000,50
training dog,25,16,0.660000,50
trapezing,25,16,0.860000,50
trimming or shaving beard,25,16,0.880000,50
trimming trees,25,16,0.775510,49
triple jump,25,16,0.551020,49
tying bow tie,25,16,0.540000,50
tying knot (not on a tie),25,16,0.740000,50
tying tie,25,16,0.860000,50
unboxing,25,16,0.734694,49
unloading truck,25,16,0.640000,50
using computer,25,16,0.836735,49
using remote controller (not gaming),25,16,0.612245,49
using segway,25,16,0.714286,49
vault,25,16,0.660000,50
waiting in line,25,16,0.400000,50
walking the dog,25,16,0.612245,49
washing dishes,25,16,0.740000,50
washing feet,25,16,0.840000,50
washing hair,25,16,0.625000,48
washing hands,25,16,0.620000,50
water skiing,25,16,0.775510,49
water sliding,25,16,0.620000,50
watering plants,25,16,0.860000,50
waxing back,25,16,0.640000,50
waxing chest,25,16,0.680000,50
waxing eyebrows,25,16,0.740000,50
waxing legs,25,16,0.720000,50
weaving basket,25,16,0.860000,50
welding,25,16,0.700000,50
whistling,25,16,0.300000,50
windsurfing,25,16,0.880000,50
wrapping present,25,16,0.734694,49
wrestling,25,16,0.620000,50
writing,25,16,0.680000,50
yawning,25,16,0.367347,49
yoga,25,16,0.571429,49
zumba,25,16,0.711111,45
abseiling,50,16,0.780000,50
air drumming,50,16,0.448980,49
answering questions,50,16,0.300000,50
applauding,50,16,0.300000,50
applying cream,50,16,0.540000,50
archery,50,16,0.760000,50
arm wrestling,50,16,0.795918,49
arranging flowers,50,16,0.940000,50
assembling computer,50,16,0.980000,50
auctioning,50,16,0.840000,50
baby waking up,50,16,0.700000,50
baking cookies,50,16,0.734694,49
balloon blowing,50,16,0.816327,49
bandaging,50,16,0.660000,50
barbequing,50,16,0.680000,50
bartending,50,16,0.880000,50
beatboxing,50,16,0.306122,49
bee keeping,50,16,0.920000,50
belly dancing,50,16,0.836735,49
bench pressing,50,16,0.940000,50
bending back,50,16,0.270833,48
bending metal,50,16,0.500000,50
biking through snow,50,16,0.740000,50
blasting sand,50,16,0.660000,50
blowing glass,50,16,0.920000,50
blowing leaves,50,16,0.632653,49
blowing nose,50,16,0.520000,50
blowing out candles,50,16,0.857143,49
bobsledding,50,16,0.760000,50
bookbinding,50,16,0.880000,50
bouncing on trampoline,50,16,0.800000,50
bowling,50,16,0.938776,49
braiding hair,50,16,0.734694,49
breading or breadcrumbing,50,16,0.612245,49
breakdancing,50,16,0.520000,50
brush painting,50,16,0.729167,48
brushing hair,50,16,0.540000,50
brushing teeth,50,16,0.800000,50
building cabinet,50,16,0.680000,50
building shed,50,16,0.860000,50
bungee jumping,50,16,0.920000,50
busking,50,16,0.720000,50
canoeing or kayaking,50,16,0.880000,50
capoeira,50,16,0.780000,50
carrying baby,50,16,0.854167,48
cartwheeling,50,16,0.300000,50
carving pumpkin,50,16,0.854167,48
catching fish,50,16,0.750000,48
catching or throwing baseball,50,16,0.440000,50
catching or throwing frisbee,50,16,0.580000,50
catching or throwing softball,50,16,0.660000,50
celebrating,50,16,0.560000,50
changing oil,50,16,0.820000,50
changing wheel,50,16,0.620000,50
checking tires,50,16,0.800000,50
cheerleading,50,16,0.877551,49
chopping wood,50,16,0.836735,49
clapping,50,16,0.312500,48
clay pottery making,50,16,0.860000,50
clean and jerk,50,16,0.857143,49
cleaning floor,50,16,0.612245,49
cleaning gutters,50,16,0.760000,50
cleaning pool,50,16,0.780000,50
cleaning shoes,50,16,0.632653,49
cleaning toilet,50,16,0.800000,50
cleaning windows,50,16,0.740000,50
climbing a rope,50,16,0.720000,50
climbing ladder,50,16,0.760000,50
climbing tree,50,16,0.740000,50
contact juggling,50,16,0.660000,50
cooking chicken,50,16,0.640000,50
cooking egg,50,16,0.500000,50
cooking on campfire,50,16,0.770833,48
cooking sausages,50,16,0.560000,50
counting money,50,16,0.653061,49
country line dancing,50,16,0.820000,50
cracking neck,50,16,0.520833,48
crawling baby,50,16,0.840000,50
crossing river,50,16,0.860000,50
crying,50,16,0.428571,49
curling hair,50,16,0.897959,49
cutting nails,50,16,0.574468,47
cutting pineapple,50,16,0.980000,50
cutting watermelon,50,16,0.872340,47
dancing ballet,50,16,0.860000,50
dancing charleston,50,16,0.408163,49
dancing gangnam style,50,16,0.291667,48
dancing macarena,50,16,0.469388,49
deadlifting,50,16,0.816327,49
decorating the christmas tree,50,16,0.959184,49
digging,50,16,0.620000,50
dining,50,16,0.760000,50
disc golfing,50,16,0.800000,50
diving cliff,50,16,0.775510,49
dodgeball,50,16,0.700000,50
doing aerobics,50,16,0.520000,50
doing laundry,50,16,0.700000,50
doing nails,50,16,0.916667,48
drawing,50,16,0.729167,48
dribbling basketball,50,16,0.740000,50
drinking,50,16,0.367347,49
drinking beer,50,16,0.460000,50
drinking shots,50,16,0.285714,49
driving car,50,16,0.729167,48
driving tractor,50,16,0.714286,49
drop kicking,50,16,0.276596,47
drumming fingers,50,16,0.640000,50
dunking basketball,50,16,0.437500,48
dying hair,50,16,0.808511,47
eating burger,50,16,0.693878,49
eating cake,50,16,0.500000,50
eating carrots,50,16,0.770833,48
eating chips,50,16,0.400000,50
eating doughnuts,50,16,0.387755,49
eating hotdog,50,16,0.440000,50
eating ice cream,50,16,0.500000,50
eating spaghetti,50,16,0.857143,49
eating watermelon,50,16,0.800000,50
egg hunting,50,16,0.680000,50
exercising arm,50,16,0.346939,49
exercising with an exercise ball,50,16,0.770833,48
extinguishing fire,50,16,0.795918,49
faceplanting,50,16,0.183673,49
feeding birds,50,16,0.820000,50
feeding fish,50,16,0.877551,49
feeding goats,50,16,0.900000,50
filling eyebrows,50,16,0.938776,49
finger snapping,50,16,0.280000,50
fixing hair,50,16,0.285714,49
flipping pancake,50,16,0.816327,49
flying kite,50,16,0.760000,50
folding clothes,50,16,0.755102,49
folding napkins,50,16,0.714286,49
folding paper,50,16,0.816327,49
front raises,50,16,0.840000,50
frying vegetables,50,16,0.840000,50
garbage collecting,50,16,0.693878,49
gargling,50,16,0.510204,49
getting a haircut,50,16,0.693878,49
getting a tattoo,50,16,0.897959,49
giving or receiving award,50,16,0.740000,50
golf chipping,50,16,0.680000,50
golf driving,50,16,0.760000,50
golf putting,50,16,0.795918,49
grinding meat,50,16,0.980000,50
grooming dog,50,16,0.860000,50
grooming horse,50,16,0.877551,49
gymnastics tumbling,50,16,0.897959,49
hammer throw,50,16,0.840000,50
headbanging,50,16,0.469388,49
headbutting,50,16,0.180000,50
high jump,50,16,0.780000,50
high kick,50,16,0.240000,50
hitting baseball,50,16,0.860000,50
hockey stop,50,16,0.400000,50
holding snake,50,16,0.740000,50
hopscotch,50,16,0.840000,50
hoverboarding,50,16,0.833333,48
hugging,50,16,0.367347,49
hula hooping,50,16,0.897959,49
hurdling,50,16,0.840000,50
hurling (sport),50,16,0.960000,50
ice climbing,50,16,0.880000,50
ice fishing,50,16,0.958333,48
ice skating,50,16,0.820000,50
ironing,50,16,0.833333,48
javelin throw,50,16,0.780000,50
jetskiing,50,16,0.880000,50
jogging,50,16,0.300000,50
juggling balls,50,16,0.755102,49
juggling fire,50,16,0.740000,50
juggling soccer ball,50,16,0.660000,50
jumping into pool,50,16,0.860000,50
jumpstyle dancing,50,16,0.489796,49
kicking field goal,50,16,0.840000,50
kicking soccer ball,50,16,0.520000,50
kissing,50,16,0.652174,46
kitesurfing,50,16,0.860000,50
knitting,50,16,0.960000,50
krumping,50,16,0.530612,49
laughing,50,16,0.520833,48
laying bricks,50,16,0.836735,49
long jump,50,16,0.580000,50
lunge,50,16,0.720000,50
making a cake,50,16,0.387755,49
